Id,Predicted
1,0.0009415154431061543
2,1.4678354229534933e-09
3,0.0007418086927379315
4,0.9998475813239619
5,9.722027504369093e-07
6,0.0008430076825819811
7,1.8102362471759693e-12
8,0.9997365183418325
9,2.265220181992689e-15
10,0.9998329263502377
11,0.998421567665104
12,0.9453412418433026
13,1.8249182981605213e-12
14,0.0008275762899833512
15,0.9999224907046186
16,0.0008338883335240672
17,0.0
18,0.9984257267989006
19,0.9999151552877826
20,0.9999011935833279
21,0.9999151552877826
22,1.7796214620771377e-12
23,0.41297020170064397
24,0.0007830755695891948
25,1.4646693549833211e-09
26,0.5956582321278641
27,0.9993791243029598
28,0.9992416549425949
29,1.1844647370311146e-06
30,0.0006180862786588022
31,0.0
32,0.0005473440859537578
33,0.3114116783562559
34,0.7626928587584233
35,1.1825145298538981e-06
36,0.6935650570275733
37,0.0009354929211184042
38,1.194091900577892e-06
39,0.5399250169638797
40,1.4773938650199505e-09
41,1.1889298571588883e-06
42,0.5644720937473791
43,0.0
44,0.9995621395621398
45,1.1672604908775846e-06
46,0.9999784100413297
47,0.000866265823659364
48,0.9999947015565246
49,0.9998748430948479
50,0.9999956900263619
51,0.8609379911110794
52,1.4837471874432468e-09
53,1.485340550072057e-09
54,1.4709963798171749e-09
55,1.185718973185423e-06
56,0.9991887653991709
57,0.48755380251060343
58,0.9999504673049754
59,0.9999464524506749
60,0.0009610699653783927
61,0.8448702780999924
62,0.0009673267258968674
63,1.4837641727528902e-09
64,2.810157090817293e-18
65,1.4837712388312567e-09
66,0.0009663104080560264
67,0.0008794892836171696
68,0.0009450927005704625
69,1.1973400992757853e-06
70,0.5896393580751617
71,1.1373056913059715e-06
72,0.6579955304147592
73,1.1864659437341705e-06
74,0.9995096625607439
75,1.1898458875694462e-06
76,0.9999437167082663
77,1.4569294382201582e-09
78,0.9999149992708479
79,1.4725986990595336e-09
80,0.9999755076803216
81,1.8280220442496974e-12
82,0.9999792076586222
83,0.9997421389458536
84,0.0007585065593983685
85,0.000672878326642546
86,0.999886019699317
87,0.0
88,1.18449124252706e-06
89,1.830911217803738e-12
90,0.9999957885396062
91,1.1528143520853555e-06
92,0.0009631606212726416
93,1.166069695152183e-06
94,0.9999039142747234
95,1.1979759265273603e-06
96,0.9996128687999065
97,1.058024579734899e-06
98,0.5218916501867864
99,2.2749250605200405e-15
100,1.793647624951504e-12
101,0.000937966004219807
102,0.7739707810294412
103,0.6770898727225585
104,0.000963158504067273
105,0.0002770685234784251
106,0.9999943498890805
107,1.3897941499555313e-09
108,0.0
109,1.8150907941362087e-12
110,1.4789801015839192e-09
111,0.0008979859272437437
112,0.0009296858103758634
113,0.0009580201089388196
114,1.4702213151852666e-09
115,0.568511365410489
116,0.0009610696358525518
117,0.869704227840381
118,0.9999996973866648
119,0.5149576744824422
120,0.6503056029838262
121,1.0743406991579869e-06
122,0.5371914672961843
123,1.1929345249522087e-06
124,0.9999714323460324
125,1.1915394147282067e-06
126,1.8337875489624285e-12
127,1.19216666749554e-06
128,0.000886196457183251
129,1.184479899121486e-06
130,1.8367572352032163e-12
131,0.4097246798461988
132,1.1215450600156135e-06
133,0.9983996782618213
134,0.0007630153349866519
135,0.0
136,0.9999056458766883
137,0.9984240762892026
138,0.998096597315404
139,1.4607776613477424e-09
140,0.0008312798790346964
141,1.1256783878703047e-06
142,1.178693176180026e-06
143,1.184467544327866e-06
144,0.6618657937317405
145,0.9999969668872384
146,0.9999941989214437
147,0.0009237359423431652
148,0.9990369541890441
149,1.4821555341326077e-09
150,1.4614942124182752e-09
151,0.720153382114528
152,1.1673326286405625e-06
153,0.0008222131147010644
154,0.000822223319990276
155,0.9999905139180004
156,0.0005380635238730853
157,0.0
158,0.9999997606366082
159,0.0
160,0.999501138231519
161,0.7931999334288274
162,0.5356471155047338
163,1.0876745877646023e-06
164,1.1923313566998134e-06
165,0.9903767520441565
166,0.47779725135998624
167,1.2011599857094655e-06
168,0.0
169,0.0
170,0.998409589462374
171,1.480563286157565e-09
172,1.1889310392079834e-06
173,1.8249114877978834e-12
174,0.0009652283254700742
175,0.9997276266145247
176,0.0
177,0.0
178,0.9999056458766883
179,1.1559237955648177e-06
180,0.7624906664220401
181,1.8367572352032163e-12
182,1.1634688544996654e-06
183,1.8377304338245566e-12
184,0.000615429761344508
185,0.9989784761440557
186,0.8207987548607918
187,1.8043346499464567e-12
188,1.4789756374897507e-09
189,1.1940952389865115e-06
190,1.1559556867312014e-06
191,0.5206156773376078
192,1.1902250560111075e-06
193,1.187721688249185e-06
194,1.1921714492896883e-06
195,0.9999997012197899
196,0.999999701124164
197,0.9999996030513668
198,0.9999996922292936
199,0.0
200,0.9998755974499182
201,0.9999964520009079
202,0.9996407370576839
203,1.1806684665046173e-06
204,1.8308226642254252e-12
205,0.9999958966091913
206,0.5092841065975336
207,1.8102177332278874e-12
208,0.5520497244270332
209,1.4789994986619524e-09
210,0.7831698537947436
211,1.8160912239183223e-12
212,0.9998708886223543
213,1.47906454621456e-09
214,0.7706768188493716
215,1.1948033682767533e-06
216,0.5730990905041717
217,0.34806627714710703
218,0.0009497192568232656
219,0.5210855897661738
220,0.9990066023710541
221,0.0009445880468705149
222,0.0
223,0.5966030237825638
224,0.0
225,1.1673701880511315e-06
226,1.1711451875126921e-06
227,0.48702720059091564
228,0.5199539500540088
229,1.1954353427155668e-06
230,0.4883844326308808
231,0.9999939809654885
232,0.9999941125487606
233,0.9999941320181304
234,1.1755401885536713e-09
235,0.557726704124825
236,0.9999734458569198
237,1.8299209237243773e-12
238,0.9999999912128653
239,0.0
240,0.0
241,1.4673637336996053e-09
242,0.9998976912093698
243,0.43358125131861946
244,0.9998538019664166
245,0.9998401947643413
246,0.0
247,1.191530788522889e-06
248,2.2639686574640566e-15
249,9.890646510353126e-07
250,0.9993459772576213
251,0.9999852814425789
252,0.0008316314743265703
253,0.9999465409062002
254,0.0009446016363939346
255,0.0007968055084076478
256,0.9984047869888044
257,0.9998878662581773
258,0.0
259,0.0
260,0.9999756956825806
