Id,Predicted
1,0.09737317992046332
2,0.10351141896823685
3,0.04065470689964013
4,0.9999999996275681
5,0.05029910215167663
6,0.06537716447069807
7,0.10233500571552526
8,0.9999998776788209
9,0.10650490319412176
10,0.9999999989529131
11,0.10711267646364606
12,0.9999999999998141
13,0.10529846482420378
14,0.06110144206069848
15,0.9999999999996272
16,0.06282942687331003
17,0.10731594483885347
18,0.10813241517048681
19,0.9999999999988161
20,0.9999999999974145
21,0.9999999999988161
22,0.09625903758496551
23,0.7095717569689574
24,0.049794308128225585
25,0.10272582134742543
26,0.9864548666801759
27,0.9993276224562561
28,0.9949616342269044
29,0.10292172436638268
30,0.02033909686808773
31,0.1019455079934599
32,0.012738011596397892
33,0.19242468567360901
34,0.999995642704834
35,0.10233500571552526
36,0.9998533312482107
37,0.09515629933440449
38,0.10590016950269039
39,0.8810243019006871
40,0.10590016950269039
41,0.10430232608505474
42,0.9981922695127448
43,0.10751955250727833
44,0.9999788641584372
45,0.09774710980302888
46,1.0
47,0.07217223459128173
48,1.0
49,0.9999999999402345
50,1.0
51,0.9999999991518409
52,0.10751955250727833
53,0.10792778728346544
54,0.10430232608505474
55,0.10331452278257754
56,0.9897165249236477
57,0.8229269775235882
58,0.9999999999999951
59,0.99999999999999
60,0.1046997785767654
61,0.9999999763856039
62,0.10711267646364606
63,0.10751955250727833
64,0.10751955250727833
65,0.10751955250727833
66,0.10670715603182536
67,0.07625660504793665
68,0.09868754083836312
69,0.10690974699144798
70,0.9845505820323468
71,0.08911870293184634
72,0.9993824853464341
73,0.10351141896823685
74,0.9999511351354244
75,0.1045008854254536
76,0.9999999999999793
77,0.10078489067525138
78,0.9999999999993612
79,0.1046997785767654
80,1.0
81,0.10590016950269039
82,1.0
83,0.9999999151372897
84,0.04418962959367516
85,0.028102767446997596
86,0.9999999999988165
87,0.10751955250727833
88,0.10292172436638268
89,0.10650490319412176
90,1.0
91,0.09352338634775485
92,0.10549869714623934
93,0.09737317992046332
94,0.9999999999954228
95,0.10711267646364606
96,0.999994233573023
97,0.06856118423233488
98,0.8823580573039281
99,0.10813241517048681
100,0.09887659131012863
101,0.09607445824940708
102,0.9999991731280176
103,0.9998063049863258
104,0.10549869714623934
105,0.0008990051886220174
106,1.0
107,0.0852325983586169
108,0.10751955250727833
109,0.10331452278257754
110,0.10630298808746151
111,0.08213892679116533
112,0.09298469079327268
113,0.10351141896823685
114,0.10410410016248689
115,0.9635998988287069
116,0.1046997785767654
117,0.9999999999073186
118,1.0
119,0.8474686449458808
120,0.9991504002223086
121,0.07260000681041053
122,0.8882517865016978
123,0.10549869714623934
124,1.0
125,0.10509856788352744
126,0.10711267646364606
127,0.10529846482420378
128,0.07837740837508367
129,0.10292172436638268
130,0.10772349985889994
131,0.6028621405029287
132,0.08473719369216047
133,0.1019455079934599
134,0.04518683291088333
135,0.10751955250727833
136,0.9999999999960949
137,0.10772349985889994
138,0.054405941824258335
139,0.10175125236122594
140,0.06208334807042233
141,0.08589722314172026
142,0.10117045363672705
143,0.10292172436638268
144,0.9998364522822091
145,1.0
146,1.0
147,0.09085766521482855
148,0.958770863259326
149,0.10711267646364606
150,0.1019455079934599
151,0.9999606828512362
152,0.09774710980302888
153,0.05965577694703171
154,0.05965577694703171
155,1.0
156,0.011911126907318777
157,0.10509856788352744
158,1.0
159,0.10711267646364606
160,0.9999398267508631
161,0.9999999999891276
162,0.9946601873169736
163,0.0756603998565859
164,0.10529846482420378
165,1.0
166,0.7669358653400793
167,0.10813241517048681
168,0.0837542165415076
169,0.10630298808746151
170,0.10430232608505474
171,0.10670715603182536
172,0.10430232608505474
173,0.10529846482420378
174,0.10630298808746151
175,0.9999999254560465
176,0.10792778728346544
177,0.10751955250727833
178,0.9999999999960949
179,0.09442743360818559
180,0.9999948802252042
181,0.10772349985889994
182,0.0966291469952648
183,0.10792778728346544
184,0.02000333422176115
185,0.9349638583557718
186,0.9999999251420899
187,0.10117045363672705
188,0.10630298808746151
189,0.10590016950269039
190,0.09442743360818559
191,0.8473116452397067
192,0.1046997785767654
193,0.10390620726448599
194,0.10529846482420378
195,1.0
196,1.0
197,1.0
198,1.0
199,0.0966291469952648
200,0.9999999999437794
201,1.0
202,0.9999980194993401
203,0.10175125236122594
204,0.10650490319412176
205,1.0
206,0.8743670857303751
207,0.10233500571552526
208,0.924986742657298
209,0.10630298808746151
210,0.9999996631362504
211,0.10351141896823685
212,0.9999999999211651
213,0.10630298808746151
214,0.9999982258552799
215,0.10610141032075268
216,0.9969038090478732
217,0.2513672787946122
218,0.10040063297018055
219,0.8693592306711299
220,0.9484081396505301
221,0.09849881231793821
222,0.10630298808746151
223,0.9999791329255707
224,0.10751955250727833
225,0.09774710980302888
226,0.09887659131012863
227,0.7901943625999254
228,0.8755375320273993
229,0.10630298808746151
230,0.7790945256367683
231,1.0
232,1.0
233,1.0
234,0.046111954324264105
235,0.9367337007446692
236,1.0
237,0.10630298808746151
238,1.0
239,0.10590016950269039
240,0.10813241517048681
241,0.10331452278257754
242,0.9999999999927227
243,0.9389024096508302
244,0.9999999999759437
245,0.9999999999801212
246,0.08808979079168071
247,0.10509856788352744
248,0.10630298808746151
249,0.05353852990037831
250,0.9999770724682833
251,1.0
252,0.06220711745425574
253,0.9999999999999973
254,0.09849881231793821
255,0.05310973183001425
256,0.1031179580466691
257,0.9999999999849898
258,0.10690974699144798
259,0.10813241517048681
260,1.0
261,0.9999999999960949
262,0.10792778728346544
263,0.08911870293184634
264,0.06409150404677001
265,1.0
266,1.0
267,0.9999879024808381
268,0.10670715603182536
269,0.9999999625870158
270,0.10136372557828723
271,0.07731034398452943
272,0.9999999999982412
273,0.9391337273891864
274,0.9173139772487489
275,0.09607445824940708
276,1.0
277,0.9999958291322836
278,0.10792778728346544
279,1.0
280,0.027642456616254786
281,0.09442743360818559
282,0.9940407594049138
283,0.10670715603182536
284,0.967936784329254
285,0.10650490319412176
286,0.046959950575527064
287,0.10040063297018055
288,0.9952585799287701
289,0.9868941931752753
290,0.10630298808746151
291,0.09718669393100227
292,0.07521605775695465
293,0.10751955250727833
294,1.0
295,1.0
296,0.10813241517048681
297,0.10813241517048681
298,0.9999780514220082
299,1.0
300,1.0
301,1.0
302,1.0
303,0.998648633209523
304,0.08086717189509643
305,0.9997043545167597
306,0.9999999999925764
307,0.02381657044465597
308,0.034663944825631336
309,1.0
310,0.10813241517048681
311,0.10430232608505474
312,1.0
313,0.10549869714623934
314,0.08911870293184634
315,0.05965577694703171
316,1.0
317,0.10772349985889994
