Id,Predicted
1,0.0008542744679076306
2,3.5727743679841882e-09
3,0.0006019401178788979
4,0.9999904988348783
5,1.3216281426834654e-06
6,0.0007262882488695662
7,7.176561338606899e-12
8,0.9999522731954796
9,1.4728683217181783e-14
10,0.9999872326262195
11,0.9954424793897251
12,0.9993441750129578
13,7.262789594460394e-12
14,0.00070690345248338
15,0.9999985181135103
16,0.0007148220139254658
17,0.0
18,0.9954605055939018
19,0.9999977480245369
20,0.9999974334647308
21,0.9999977480245369
22,6.996013999940181e-12
23,0.4299776831127458
24,0.00065179651376765
25,3.5614132783960093e-09
26,0.6998370010070005
27,0.9995874149465535
28,0.9993122481166107
29,1.7659637236498432e-06
30,0.00046070664913100515
31,0.0
32,0.0003854757371231417
33,0.26094954418307786
34,0.9522280352005975
35,1.7617503546640187e-06
36,0.8886789093893281
37,0.0008461576894509978
38,1.787182200363453e-06
39,0.5603749746427505
40,3.6070755543014146e-09
41,1.7758341463734407e-06
42,0.7749828099928244
43,0.0
44,0.9998161941905407
45,1.728403287283872e-06
46,0.9999999521103743
47,0.000755764366882498
48,0.9999999982670971
49,0.9999938973853167
50,0.9999999993976976
51,0.9944725826397535
52,3.6301257705767584e-09
53,3.6359113031818248e-09
54,3.5841717000261825e-09
55,1.7687782329296101e-06
56,0.999141945169982
57,0.5144749145000844
58,0.9999994900679212
59,0.9999993925686171
60,0.0008804943741642934
61,0.9866817632768097
62,0.0008889402346654047
63,3.6301257705767584e-09
64,2.984548056847988e-17
65,3.6301257705767584e-09
66,0.0008875269911187534
67,0.0007727900590239811
68,0.0008590451330446734
69,1.794311529776462e-06
70,0.6942885064762803
71,1.663590818859122e-06
72,0.8443282985220157
73,1.77018716923178e-06
74,0.9998074539129813
75,1.7772487031173107e-06
76,0.9999991331550746
77,3.533168359749918e-09
78,0.9999982005931509
79,3.5898839930827167e-09
80,0.9999999337834139
81,7.280159176016946e-12
82,0.999999933422121
83,0.9999611884490517
84,0.0006219029002179178
85,0.0005216070569500157
86,0.9999973652041326
87,0.0
88,1.7659637236498432e-06
89,7.29757029841115e-12
90,0.9999999992979103
91,1.69703813981078e-06
92,0.0008833007149993808
93,1.725653023176834e-06
94,0.9999966930526474
95,1.7957408048206977e-06
96,0.9998765758326523
97,1.4952328792157266e-06
98,0.5618996144006878
99,1.4822803600780244e-14
100,7.074437715105706e-12
101,0.0008495302738996191
102,0.9683808273507957
103,0.8788252132936132
104,0.0008833007149993808
105,0.00014205759134619267
106,0.9999999990837962
107,3.2966996030750475e-09
108,0.0
109,7.205189735660826e-12
110,3.612824350499601e-09
111,0.0007965109905003326
112,0.0008381179668245616
113,0.0008763015569853382
114,3.581318962969231e-09
115,0.6443009892967854
116,0.0008804943741642934
117,0.996743658026489
118,0.9999999999996065
119,0.5408530454896416
120,0.8341464727992672
121,1.5301610473553841e-06
122,0.5724789571481614
123,1.784338406437518e-06
124,0.9999998904911604
125,1.7814991375955236e-06
126,7.31502306099152e-12
127,1.7829182068313149e-06
128,0.000781446089140504
129,1.7659637236498432e-06
130,7.332517563344013e-12
131,0.40583030958297095
132,1.6295047209836503e-06
133,0.995347588220934
134,0.0006273704388255429
135,0.0
136,0.9999966983147089
137,0.995453303644721
138,0.994005547832528
139,3.54726270682376e-09
140,0.0007114175485272765
141,1.6386124407051114e-06
142,1.7533537503725964e-06
143,1.7659637236498432e-06
144,0.8784363677655445
145,0.9999999998205318
146,0.9999999988983646
147,0.0008301545697299421
148,0.9988680697294766
149,3.6243494440233583e-09
150,3.55008831601397e-09
151,0.9165568737080335
152,1.728403287283872e-06
153,0.0007001859194273943
154,0.0007001859194273943
155,0.999999995951167
156,0.0003757816145417948
157,0.0
158,0.9999999999997553
159,0.0
160,0.9997869454059778
161,0.9972460770725222
162,0.7206326284000595
163,1.5559621099857321e-06
164,1.7829182068313149e-06
165,0.9999999909073473
166,0.49167706924389837
167,1.802904275688602e-06
168,0.0
169,0.0
170,0.9953916260632737
171,3.6185823088728273e-09
172,1.7758341463734407e-06
173,7.262789594460394e-12
174,0.0008861159923641198
175,0.9999668181121232
176,0.0
177,0.0
178,0.9999966983147089
179,1.7038078720841168e-06
180,0.9478027735951655
181,7.332517563344013e-12
182,1.7201656167747978e-06
183,7.338358356879803e-12
184,0.0004577826384383544
185,0.9987020979620705
186,0.9817483971647831
187,7.142357371382728e-12
188,3.612824350499601e-09
189,1.787182200363453e-06
190,1.7038078720841168e-06
191,0.5447126400632893
192,1.778664386637133e-06
193,1.7730084096270048e-06
194,1.7829182068313149e-06
195,0.999999999999591
196,0.9999999999996019
197,0.9999999999995799
198,0.9999999999998483
199,0.0
200,0.9999939876378628
201,0.9999999995338738
202,0.9999159598948003
203,1.7575470382329392e-06
204,7.29757029841115e-12
205,0.9999999999932105
206,0.5501722528886125
207,7.176561338606899e-12
208,0.5981422878307353
209,3.612824350499601e-09
210,0.9754754199994343
211,7.2109291048841034e-12
212,0.9999934792334757
213,3.612824350499601e-09
214,0.9601538176259398
215,1.7886057964861475e-06
216,0.7609122735562639
217,0.29795398588027106
218,0.0008652179790990622
219,0.5535768045157855
220,0.9987738713179045
221,0.0008583619831928252
222,0.0
223,0.9008710530752746
224,0.0
225,1.728403287283872e-06
226,1.7366804069581398e-06
227,0.5038920175874766
228,0.5558039325112824
229,1.7900305265851676e-06
230,0.5008649130751134
231,0.9999999983942736
232,0.9999999986338921
233,0.999999998728943
234,2.5776616403685266e-09
235,0.6071570058082696
236,0.9999999106192794
237,7.291761969170049e-12
238,1.0
239,0.0
240,0.0
241,3.569930702365235e-09
242,0.999996591464727
243,0.5426491361205905
244,0.9999949438752597
245,0.9999947805331618
246,0.0
247,1.7814991375955236e-06
248,1.4716960268595385e-14
249,1.3546565172790625e-06
250,0.9998116331310613
251,0.9999999825464131
252,0.0007119838321422829
253,0.9999995802145617
254,0.0008583619831928252
255,0.0006686062920560022
256,0.9953696592521781
257,0.9999962221316412
258,0.0
259,0.0
260,0.999999906403097
261,0.9999966983147089
262,0.0
263,0.0008235761876068042
264,0.0007205323396260311
265,0.9999999999893252
266,0.9999997595856008
267,0.9998556952586504
268,1.7928833923259678e-06
269,0.9999705427871808
270,0.0
271,1.5696501151580053e-06
272,0.9999975672624833
273,0.6085996385407642
274,0.5809734120429596
275,0.0008495302738996191
276,0.999999986510006
277,0.9426668524564219
278,3.6359113031818248e-09
279,0.9999999775126919
280,0.0005182967242744669
281,0.0008434692563567154
282,0.9993105687763252
283,3.6185823088728273e-09
284,0.998914968658508
285,3.6157021835022372e-09
286,0.0006369277573386712
287,0.0008652179790990622
288,0.7578987715679868
289,0.9991545587685323
290,0.0
291,1.7242795326557443e-06
292,0.0007684980387851239
293,3.6301257705767584e-09
294,0.9999999151385438
295,0.9999998304467689
296,0.0
297,0.9954605055939018
298,0.9088114834412536
299,0.9999999999995755
300,0.9999999999995877
301,0.9999999999999858
302,0.9999999999995974
303,0.8104397881024935
304,0.0007914573860628857
305,0.9996519725899269
306,0.9999965559993038
307,9.883048473301584e-07
308,0.0005657131986385892
309,0.9999999461393754
310,0.0
311,0.0
312,0.9999998516140995
313,0.0
314,0.0008235761876068042
315,1.4141731470134054e-06
316,0.9999999999803637
317,0.0
318,1.7589470282411098e-06
319,1.4787438179528116e-14
320,0.0007946121214278822
321,1.7533537503725964e-06
322,1.7928833923259678e-06
323,0.9954496984061094
324,1.7957408048206977e-06
325,1.778664386637133e-06
326,1.7533537503725964e-06
327,0.12969540774381128
328,0.0008749083889036783
329,1.7325369041892343e-06
330,3.6157021835022372e-09
331,0.0005453786828923647
332,1.6503972054581534e-06
333,1.6609436852603585e-06
334,1.0
335,0.0007171006973152136
336,0.9999998139641044
337,0.875006735150916
338,3.471815536979138e-09
339,1.7971712183648183e-06
340,0.5093252655237798
341,0.0
342,0.9988525318738899
343,0.0008515602679638489
344,1.7201656167747978e-06
345,0.0008707421483889376
346,0.9655469896809628
347,0.0
348,0.8526149144168572
349,1.6929892183850768e-06
350,0.9527431380647938
351,0.0
352,1.8000354645809632e-06
353,0.0
354,0.0
355,1.659621698438771e-06
356,0.9999966692693965
357,0.000859728826131374
358,0.000841458533826942
359,3.6070755543014146e-09
360,1.77018716923178e-06
361,1.7038078720841168e-06
362,0.9999999962586625
363,0.9999999979277183
364,0.9954280071379438
365,0.0007001859194273943
366,0.9954062129447748
367,1.7914563915637743e-06
368,0.0005257747051725762
369,1.3048975615095148e-06
370,0.9994304981117035
371,0.0
372,1.7957408048206977e-06
373,0.0007990498707869767
374,7.291761969170049e-12
375,7.291761969170049e-12
376,1.7366804069581398e-06
377,0.9999962661704094
378,3.595605390137211e-09
379,0.0008875269911187534
380,1.7687782329296101e-06
381,0.9998767722033813
382,3.555746288492854e-09
383,0.0005532471857809285
384,0.9999994983174872
385,0.0008679756728002644
386,0.0006333898282160627
387,0.9999465164980352
388,0.0008542744679076306
389,0.999999700679899
390,0.9999992686204875
391,0.0008861159923641198
392,0.9306055272167023
393,3.6243494440233583e-09
394,0.9953696592521781
395,0.999996569683313
396,0.8633250434269402
397,0.0008749083889036783
398,0.9998197087377608
399,0.6274894242085297
400,3.63880752633789e-09
401,0.0
402,0.9954025705387097
403,0.0006415055579276306
404,0.0008790945460927491
405,0.9999972778133712
406,0.0008515602679638489
407,3.52754631370913e-09
408,0.0
409,0.9954605055939018
410,0.0008060735633950299
411,0.9999140177018675
412,0.000872128688111702
413,3.505147446397253e-09
414,0.9999995677196328
415,3.5387993659569725e-09
416,0.9986388938176123
417,0.9999962561368061
418,0.0008638424167562986
419,1.7957408048206977e-06
420,0.5324419438644911
421,1.7971712183648183e-06
422,0.0007239803919573074
423,0.0
424,1.7687782329296101e-06
425,0.9999918054560085
426,0.9999999152598701
427,1.6742216092405255e-06
428,0.000859728826131374
429,0.0
430,0.00080799979950352
431,3.5135303058251354e-09
432,0.9077750978913256
433,0.0008515602679638489
434,0.871682060008371
435,0.999141945169982
436,0.6980069736099368
437,0.7264478732952762
438,0.000619926532898054
439,0.9999796457854785
